titulo,idioma,subtitulos,ano,categorias,sinopsis_x,tipo,link,temporadas,capitulos,sinopsis_capitulo,duracion_minutos
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,"34. Mad Mike, Da Bear Warrior","When a Rebel Base is threatened by Robotnik, Sonic and Tails team up with Big Mike and Da Bears to run a booby-trapped gauntlet in their gigantic Road Warrior-like truck, breaking through every obstacle S and G put in their way until they save the rebels.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,35. The Last Resort,"Robotnik pretends to retire, and lures Sonic and Tails into a phony vacation resort, laden with booby-traps set by Scratch and Grounder. But Sonic takes the bungee jumping, hang gliding, and skydiving in stride, and gives the bashes the bots.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,36. Robotnik's Rival,"Brandon Quark, an evil half-man, half-duck genius challenges, then teams up with Robotnik to capture Sonic. But Sonic knows their weakness, and pits the Badnik geniuses against one another, and sets himself free.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,37. The Magic Hassle,"When Wes Weasley returns to the Fortress, Coconuts tricks Robotnik into signing an IOU so he can buy thousands of Mobiums worth of magic tricks to use on Sonic. In the end, Sonic goes free, and Robotnik is forced to pay Wes the massive IOU debt.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,38. Sonic The Matchmaker,"Sonic plays Cyrano to bring Robotnik Jr. and Breezie together. The problem is, Breezie's crazy about Sonic. So Sonic gets out of the way, but when he does, Junior is captured by Robotnik, and Breezie comes to the rescue, finally falling for him.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,39. Tails Prevails,"When Tails invents a Hover-Hanglider for Sonic's birthday, Sonic suggests he assist Prof. Von Schlemmer with his new Robotnik-Nabber machine. Robotnik hears about this, and poses as Von Schlemmer to trick Tails into inventing a Sonic-Nabber instead. Sonic must use the Hover-Hanglider to rescue Tails and the Prof., and destroy the Sonic-Nabber.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,40. Zoobotnik,"A female space hunter named Katella, who is capturing animals all over Mobius for a Zoo, teams up with Robotnik and captures Sonic. To Robotnik's great fear, she then plans to marry the eggman! In an attempt to stop the ceremony, Robotnik accidentally frees Sonic, who poses as a minister and sees that the ceremony takes place as scheduled.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,41. Attack on Pinball Fortress,"Robotnik invents a giant Amnesia Ray in his booby-trapped Pinball Fortress (based on the Sonic game per Roger Hector) in order to erase the bad memories the Mobius citizens have of him, and make them think he's a great guy. Sonic teams up with Sgt. Dobermann, and Wes Weasley (who sold Robotnik the booby-traps in Pinball Fortress) to destroy the ray.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,42. Mass Transit Trouble,"Robotnik decides to cripple Mobius' three major transit systems: Rail, Air, and Sea in order to fully gain control of the planet. Sonic has to circumnavigate the planet in order to save the day.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,43. The Coachnik,"Robotnik invents a robot coach -- the ""Coachnik"", to put S and G through a ""Training Camp"" to improve their skills. Then Coachnik puts a bomb in Grounder's head as a booby trap for Sonic, and a football game ensues with Grounder's head as the ball.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,44. Untouchable Sonic,"Sonic and Tails help out an Owl/Chilidog Diner owner, named Bert Whoo, when Robotnik uses his henchbots to try to collect protection money. When the henchbots prove to be no match for Sonic, Robotnik intervenes himself, but in the end, he wears the ""concrete overshoes.""",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,45. Super Robotnik,"Coconuts inadvertantly creates a ""super power"" formula, when his janitor bucket spills in the lab. Robotnik falls into it and becomes ""Super Robotnik"", then challenges Sonic to a fight, with all of Mobius as the stakes. With Prof. Von Schlemmer's help, Sonic gives Robotnik the antidote, and kicks his butt in the bout.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,46. Robolympics,"When Robotnik puts a meteor on a collision course with a village, Sonic is forced to compete in the Robolympics to save the village. After a series of wild, booby trapped events, Sonic is victorious.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,47. Magnificent Sonic,"When outlaws chase a sheriff out of a western town, Sonic takes over. But the outlaws are robots built by Robotnik. And when they capture a pretty possum of a saloon girl, Sonic meets Robotnik for a showdown.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,48. Black Bot the Pirate,"First in a four-part Time Travel series. Robotnik invents a time machine to go back in time and gather four powerful gemstones. His first attempt is on the high seas, but Sonic goes into hyper-Sonic-overdrive, and reverses time to go after him. Robotnik finds the gem stone in a buried treasure, but loses it again and is forced back to the future by Sonic.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,49. Hedgehog of the Hound Table,"Part two in the four part series. Robotnik goes back to medieval times, and enlists the help of Merlink the Magician to get his magical gemstone. But first he must defeat Sonic (in blue armor) in a jousting tourney. Sonic is victorious, and is knighted by King Arfer (a dog) before he forces Robotnik into the future again.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,50. Robotnik's Pyramid Scheme,"Part three in the four part series. Robotnik timetravels back to Mobigypt, makes himself a pharoah, and enslaves everbody in an effort to find the gemstone of immortality. Sonic and Tails follow after him, and have to chariot race him, then search ""Indiana Jones-Style"" in a pyramid for the gem, before sending Robotnik back home.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,51. Prehistoric Sonic,"Number four in the four part series. Robotnik learns that the most powerful gemstone -- able to create life itself -- is located in Prehistoric Times. So off he goes again, followed by Sonic and Tails. When he arrives, Robotnik turns dinosaurs into robosaurs, and Sonic has to lead the Cave dwellers in a ""football team"" defense of the gemstone located at the top of a volcano.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,52. Babysitter Jitters,"When Sonic rescues a village from a flash flood, he's left with the job of babysitting three baby Groundhogs -- who turn out to be wilder than Larry, Moe and Curly. S and G kidnap the groundhogs, but are happy to return them after the babies wreak havoc on them too.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,"53. Honey, I Shrunk the Hedgehog","Robotnik shrinks Sonic and Tails with a shrink ray and puts them into his terrarium. Sonic and Tails escape on the back of a gecko, reverse the shrink ray to restore themselves to normal, then use it to shrink Scratch and Grounder, and put them down Robotnik's shirt.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,54. Robotnikland,"Robotnik takes over a local amusement park called ""Mobiusland"" and changes the name to ""Robotnikland"". Then posing as the local mayor, he invites Sonic and Tails to the park, and locks them in with a variety of booby trapped rides. Finally, Sonic reprograms one of the rides to chase Robotnik, Sratch and Grounder.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,55. The Mobius 5000,"Robotnik lures Sonic into a round-the-planet vehicle race called the Mobius 5000 by threatening to foreclose on a loan to an orphanage. Sonic's only way to save the orphanage is to enter the race himself, and win the M10,000 Mobiums prize money. Things get rough for Sonic when Robotnik's three deadly racerbots try to run him off the road for good!",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,56. The Little Merhog,"When an undersea world is threatened by Captain Memo and his lobster sub, Sonic spreads a rumor that Memo plans to attack Robotnik next. When Robotnik hears of it, he launches an attack on Memo with a Shark-shaped sub, but Sonic's plan backfires when Robotnik decides that he will conquer the undersea world himself.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,57. Road Hog,"Sonic loses his memory when Robotnik uses a hypnotic flower pollen on him, and tells him he's just an ""ordinary"" guy. With Tails trying to remind him who he is, Sonic joins a Hog Biker gang and hits the open road. Tails finally catches up with him and manages to remind Sonic who he really is. In retaliation, Sonic leads his Biker Buddies in an attack on Robotnik.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,58. The Robots' Robot,"Scratch and Grounder build their own robot, a naive over-grown kid called ""Robot"". When Robot runs off with Robotnik's new invention, the Super Planetary Implosion Module (SPIM), capable of impoding huge parts of Mobius out of existence, the race is on to catch him, over all kinds of Sega terrain; mountains, caves, lava pools, rivers, oceans, snow and ice.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,59. Tails' Tale,"When Sonic vanishes mysteriously, Tails enlists the help of a bi-plane pilot named William Le' Duc, and Professor Von Schlemmer. With the Professor's ""Sonic Sonar"", they are lead to the Mobius Jungle and a Mayan temple appears out of thin air. It is a magical cursed temple which only appears at night, and Robotnik has locked Sonic inside it.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,60. Hero of the Year,"Wes Weasley has sold out to Robotnik, and lures Tails, Sonic and all of their friends to a yacht under the guise of a ""Hero of the Year"" ceremony to thank Sonic. Once everyone is aboard, Robotnik and his badbots take over the ship and threaten to sink it unless Sonic surrenders.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,61. Fast & Easy,"Lazy con-man Bo Beagle has the Choas Emerald ring stuck on his finger, and Robotnik wants it for one of his evil schemes: to use the emerald to sink the continent of LABYRINTH into the sea. Sonic is forced to protect the irritating Bo, until they can get the ring off his finger, and hide it where Robotnik will never find it.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,62. Lifestyles of the Sick and Twisted,"Throbbin Screech brings a TV crew to interview Robotnik for ""Lifestyles of the Sick and Twisted"". Robotnik rampages through the Mobius countryside proving how sick and twisted he is, and Sonic is kept busy doing rescues. Tails decides to take on Robotnik himself, but is captured.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,63. Sonic is Running,"Momma Robotnik forces her son to run for President of Mobius with Wes Weasley as his campaign manager. When Sonic hears of this, he runs too -- and bedevils Robotnik every step of the high speed campaign.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,64. Robo-Ninjas,"Robotnik captures a flute-playing Ninja crane called Kwai Chang Crane, and taps his martial arts knowledge with electrodes attached to his head, then transfers it to Scratch and Grounder. With their new ninja skills and costumes, S and G give Sonic a good fight, but eventually Sonic frees Kwai Chang, and together they defeat the roboninjas.",21
Adventures of Sonic the Hedgehog,English,None,1993,"Action, Short, Animation, Family","A blue hedgehog that can run at incredible speeds, his best friend, a two-tailed flying fox, defend planet Mobius from the evil Dr. Robotnik and his bumbling mechanical goons.",Serie,https://filmzie.com/content/adventures-of-sonic-the-hedgehog-1993,Season 1,65. Sonically Ever After,"Scratch and Grounder fiddle with Robotnik's Warpinating Warpifier and send Sonic and Tails into the world of a Mobius Fairy Tales book. Robotnik goes in after them and disguises himself as a Witch in a ""Hansel and Gretel"" episode etc., in his attempt to catch them.",21
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 1,"Experience Pow Wows, Sedona-Style Home, Hot Spring Spa, Raising Chickens, and Cooking Squash Blossoms in one delightful package!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 2,"Explore Pageant of the Masters, Koi Ponds, Home Aquariums, Southwest Cooking Styles, and Clever Plant Propagation all in one amazing collection!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 3,"Embark on a wild western journey with Arizona Cowboy College, Saddle Making, Leather Tooling, Artist Ed Mell, True West Magazine, and Remington's Frontier Art!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 4,"Discover the wonders of El Camino Real, Horse Breeding, Bronze Sculptures, Spanish Weaving, Rancho de Chimayó Restaurant, El Santuario de Chimayó's Miracles, El Portrero Trading Post, and a tour of High Desert-Style homes!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 5,"Immerse yourself in the beauty of Santa Fe Botanical Gardens, Historic Home Tour, Jam Making, Furniture Refinishing, and Songbird Attraction!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 6,"Celebrate Mexican Independence Day with the Hatch Chile Festival, Roasting Chiles, and the delightful Pueblo Green Chile Stew!",25
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 7,"Indulge in the world of Goat Cheese Farm, Ricotta Cheese, Citrus Tree Growing, Southwest Garden Art, and the enchanting Fairy Garden creation!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 8,"Experience the art of Honey Making, Grilled Figs, Botanical Art, and Growing Pistachios in a delightful adventure!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 9,"Discover the delights of Homemade Apricot Liqueur, Box Gardens, Tomato Growing, and attracting Hummingbirds for a rewarding experience!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 10,"Immerse yourself in the beauty of Southwest Tiles, Prickly Pear Fruit Harvesting, Mango Mania, and the art of Creating Enclosed Spaces!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 11,"Celebrate Dia de los Muertos with Mexican Candy, Flan, and Specialty Pumpkins for a festive and delicious experience!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 12,"Delve into the world of Growing and Pruning Roses, Grape Growing, Citrus Drinks, and the beloved Southwest vibes!",26
Southwest Living,English,English,2006,"Reality TV, History, Family, Documentary","Embrace Southwestern lifestyles through cooking, gardening, home styles, outdoor living, and travel. Celebrate cultural heritage with history, traditions, and unique destinations.",Serie,https://filmzie.com/content/southwest-living-2006,Season 1,Episode 13,"Celebrate Southwest holidays with luminarias, Chihuly glass, ornaments, cook-offs, and delicious lemon recipes!",26
I Love Christmas Parties,English,None,2020,Comedy,"A city-dwelling girl returns home after her sister's death, uncovering a Christmas mystery with her childhood friends. Can they solve it before the annual party?",Serie,https://filmzie.com/content/i-love-christmas-parties-2020,Season 1,1. The Box,"A young small-town girl turned city-dweller returns home for the first time since her sister's death. While joining her childhood friends to prep for the town's annual Christmas party, an unexpected gift appears, leaving it up to the group to solve this unforeseen Christmas mystery.",20
I Love Christmas Parties,English,None,2020,Comedy,"A city-dwelling girl returns home after her sister's death, uncovering a Christmas mystery with her childhood friends. Can they solve it before the annual party?",Serie,https://filmzie.com/content/i-love-christmas-parties-2020,Season 1,2. The Visitor,"After her dramatic attempt to flee, Emily decides to stick around and help the group solve the Christmas mystery before party guests arrive. But in her attempt to reveal the mystery giver, Emily encounters old wounds and a revelation she did not know she needed.",22
I Love Christmas Parties,English,None,2020,Comedy,"A city-dwelling girl returns home after her sister's death, uncovering a Christmas mystery with her childhood friends. Can they solve it before the annual party?",Serie,https://filmzie.com/content/i-love-christmas-parties-2020,Season 1,3. The Plan,"The visitor has overstayed his welcome and now Jake the snake has got to go. With their powers combined, the group comes together to get the creepy guy out so they can return to the mystery money investigation before the party guests arrive.",22
I Love Christmas Parties,English,None,2020,Comedy,"A city-dwelling girl returns home after her sister's death, uncovering a Christmas mystery with her childhood friends. Can they solve it before the annual party?",Serie,https://filmzie.com/content/i-love-christmas-parties-2020,Season 1,4. The Party,"It's crunch time. A decision needs to be made about the money, the decorations need to be finished, and the party guests are arriving any minute. Can the group pull it all together in time and give this town one last special Christmas party?",33
Give Me Shelter,English,English,2015,Reality TV,"GIVE ME SHELTER takes the perennially successful genre of animal friendly programming to new heights of feel good emotion. Each week viewers will enter the lives of committed animal welfare advocates as we track the progress of rescued animals from rescue/acceptance into the shelter, through rehabilitation and then finally on to adoption. Characters range from animal technicians to veterinarians to foster coordinators to volunteers. GIVE ME SHELTER truly puts the viewers in the middle of a no-kill rescue shelter. ",Serie,https://filmzie.com/content/give-me-shelter-2015,Season 1,Episode 1,"In this episode, the shelter becomes a haven for a dachshund facing adversity with a broken leg. The poignant story unfolds as this adorable pup, despite a physical setback, finds refuge in the caring embrace of the shelter staff.",22
Give Me Shelter,English,English,2015,Reality TV,"GIVE ME SHELTER takes the perennially successful genre of animal friendly programming to new heights of feel good emotion. Each week viewers will enter the lives of committed animal welfare advocates as we track the progress of rescued animals from rescue/acceptance into the shelter, through rehabilitation and then finally on to adoption. Characters range from animal technicians to veterinarians to foster coordinators to volunteers. GIVE ME SHELTER truly puts the viewers in the middle of a no-kill rescue shelter. ",Serie,https://filmzie.com/content/give-me-shelter-2015,Season 1,Episode 2,"In this segment, Kristen takes on the heartfelt mission of finding loving homes for two adorable puppies. Additionally, the journey of rehabilitation unfolds as a pit bull, afflicted with mange, undergoes a transformative process, illustrating the incredible power of care and recovery in the world of animal rescue.",23
Give Me Shelter,English,English,2015,Reality TV,"GIVE ME SHELTER takes the perennially successful genre of animal friendly programming to new heights of feel good emotion. Each week viewers will enter the lives of committed animal welfare advocates as we track the progress of rescued animals from rescue/acceptance into the shelter, through rehabilitation and then finally on to adoption. Characters range from animal technicians to veterinarians to foster coordinators to volunteers. GIVE ME SHELTER truly puts the viewers in the middle of a no-kill rescue shelter. ",Serie,https://filmzie.com/content/give-me-shelter-2015,Season 1,Episode 3,"Today, on Give Me Shelter, Pet Helpers has set aside a special day for a crucial mission: trapping, spaying, neutering, and releasing a cluster of feral cats, aiming to tackle the local issue of overpopulation. The challenge unfolds as DeDe takes on the task of trapping two fertile males from a specific colony before the day concludes. The urgency and significance of this task emphasize the organization's commitment to responsible animal welfare, addressing overpopulation concerns through strategic and compassionate efforts.",23
Give Me Shelter,English,English,2015,Reality TV,"GIVE ME SHELTER takes the perennially successful genre of animal friendly programming to new heights of feel good emotion. Each week viewers will enter the lives of committed animal welfare advocates as we track the progress of rescued animals from rescue/acceptance into the shelter, through rehabilitation and then finally on to adoption. Characters range from animal technicians to veterinarians to foster coordinators to volunteers. GIVE ME SHELTER truly puts the viewers in the middle of a no-kill rescue shelter. ",Serie,https://filmzie.com/content/give-me-shelter-2015,Season 1,Episode 4,"During this episode, Caroline harnesses the potential of social media outreach, extending a heartfelt call for support. Meanwhile, the innovative application of acupuncture emerges as a beacon of hope for two ailing cats, showcasing alternative methods in the realm of feline care and well-being.",22
Give Me Shelter,English,English,2015,Reality TV,"GIVE ME SHELTER takes the perennially successful genre of animal friendly programming to new heights of feel good emotion. Each week viewers will enter the lives of committed animal welfare advocates as we track the progress of rescued animals from rescue/acceptance into the shelter, through rehabilitation and then finally on to adoption. Characters range from animal technicians to veterinarians to foster coordinators to volunteers. GIVE ME SHELTER truly puts the viewers in the middle of a no-kill rescue shelter. ",Serie,https://filmzie.com/content/give-me-shelter-2015,Season 1,Episode 5,"In this episode, the shelter faces an imminent challenge with their capacity reaching its limit, prompting a proactive initiative: a special kitty show. Their aim is to find loving homes for as many kittens as possible before they reluctantly reach the point of having to turn away any more due to space constraints. It's a race against time and a heartfelt effort to ensure each furry friend gets a chance to find a forever home.",22
